NAME,DP05_0001E,DP02_0016E,DP02_0112E,DP03_0025E,DP05_0070E,DP02_0056E,DP02_0057E,DP04_0091E,DP03_0119PE
Geographic Area Name,Total Population,Average Family Size,LOTE,Mean Travel Time to Work,hispanic or latino,high school enrollment,college or graduate school enrollment,median mortgage status of owners with mortgage,Percent In Poverty
"Colcord town, Oklahoma",1021,3.7,36,29,1021,52,16,90,21.9
"Dennis CDP, Oklahoma",75,3.23,0,N,75,0,0,18,0
"Tagg Flats CDP, Oklahoma",104,4.33,0,N,104,21,9,0,0
"Hollister town, Oklahoma",36,2.07,4,N,36,0,0,8,42.9
"Loveland town, Oklahoma",9,3,0,-,9,0,0,0,0
"Carmen town, Oklahoma",504,3.14,37,17.7,504,25,8,48,1.6
"Cherokee city, Oklahoma",1577,2.98,35,15.9,1577,85,51,162,15.9
"Freedom town, Oklahoma",316,3.25,14,24.9,316,6,16,59,9.4
"Old Eucha CDP, Oklahoma",16,4,4,N,16,0,0,1,50
"Rocky Ford CDP, Oklahoma",37,2.83,15,41.1,37,0,0,7,0
"Mannsville town, Oklahoma",945,3.53,40,26.5,945,34,30,127,15.9
"Tishomingo city, Oklahoma",3072,2.98,128,20.5,3072,125,454,320,17.6
"Hoot Owl town, Oklahoma",0,-,0,-,0,0,0,0,-
"Langley town, Oklahoma",691,3.02,42,17.3,691,30,20,108,21.5
"Proctor CDP, Oklahoma",252,2.56,0,22.9,252,17,0,50,55.9
"Titanic CDP, Oklahoma",336,2.87,11,20.8,336,33,18,62,11.8
"Wauhillau CDP, Oklahoma",445,5.59,46,23.2,445,22,23,40,27.5
"Chester CDP, Oklahoma",186,3.18,0,27.7,186,30,6,15,8.8
"Isabella CDP, Oklahoma",197,4.25,70,N,197,1,0,17,77.5
"Nescatunga CDP, Oklahoma",86,2.33,0,N,86,6,0,9,0
"Lucien CDP, Oklahoma",113,3.92,8,23.4,113,8,1,11,0
"Turpin CDP, Oklahoma",369,3.51,51,19.2,369,12,21,40,7.4
"White Oak CDP, Oklahoma",267,2.71,10,26.2,267,11,11,34,4.7
"Blue CDP, Oklahoma",299,3.03,13,26.8,299,49,0,49,19.5
"Albany CDP, Oklahoma",143,1.95,0,N,143,4,0,5,19
"Cartwright CDP, Oklahoma",545,3.55,75,19.2,545,40,0,64,0
"Nardin CDP, Oklahoma",27,1.89,0,N,27,0,0,0,0
"Kenton CDP, Oklahoma",38,2,0,-,38,0,0,0,89.5
"Felt CDP, Oklahoma",150,2.96,19,9.3,150,9,0,0,16.7
"Sycamore CDP, Oklahoma",307,3.88,69,N,307,15,0,61,0
"Butler CDP, Oklahoma",173,2.71,0,19,173,13,10,28,23.7
"Wanette town, Oklahoma",300,3.39,2,37.7,300,14,9,28,21.7
"Ponca City city, Oklahoma",24579,3.11,1317,16,24579,1473,1007,2984,12.7
"Chattanooga town, Oklahoma",411,3.26,10,26.1,411,18,9,55,24.5
"Davidson town, Oklahoma",328,2.68,86,18.3,328,42,1,19,11
"Sharon town, Oklahoma",82,4.13,12,22.2,82,3,4,12,18.8
"Hammon town, Oklahoma",423,3.87,1,17.8,423,10,2,17,19.1
"Taloga town, Oklahoma",392,2.75,11,16.7,392,3,9,27,5.5
"Armstrong town, Oklahoma",215,4.09,2,16.1,215,2,0,13,0
"Colbert town, Oklahoma",1231,2.91,39,17,1231,49,15,100,15.9
"Sawyer town, Oklahoma",322,3.29,6,20.2,322,29,4,37,16.3
"Fitzhugh town, Oklahoma",257,3.24,1,22.7,257,14,11,41,5.7
"Webb City town, Oklahoma",76,3.41,0,N,76,2,5,4,23.5
"Hugo city, Oklahoma",5215,3.45,130,15,5215,175,170,450,37.3
"Cornish town, Oklahoma",169,3.81,16,26.6,169,11,6,17,16.7
"Mill City city, Oregon",1774,3.17,210,28.3,1774,132,32,277,10.8
"Butte Falls town, Oregon",432,3.35,14,32.9,432,51,7,76,19.4
"Arlington city, Oregon",541,3.08,58,19.3,541,37,34,85,3.1
"Rockcreek CDP, Oregon",9503,3.03,1866,22.7,9503,537,537,1749,3
"West Haven-Sylvan CDP, Oregon",8142,2.72,1038,23,8142,276,852,1525,4.7
"Halfway city, Oregon",313,2.57,3,14.9,313,0,11,42,17.1
"Lonerock city, Oregon",17,2,0,N,17,0,0,1,80
"Sisters city, Oregon",2452,2.98,217,16.8,2452,221,43,397,6.6
"Idanha city, Oregon",186,2.61,0,16.4,186,25,0,31,1.8
"Keizer city, Oregon",37910,3.22,6362,22.7,37910,2433,2076,5961,11.1
"Eola CDP, Oregon",0,-,0,-,0,0,0,0,-
"Sandy city, Oregon",10581,3.26,925,32.7,10581,317,444,1955,10.2
"Deschutes River Woods CDP, Oregon",5910,3.09,388,21.6,5910,274,315,1269,8.6
"Donald city, Oregon",1276,3.14,349,30.6,1276,75,88,290,10.6
"Mehama CDP, Oregon",143,2.7,0,24.2,143,0,0,31,0
"Sublimity city, Oregon",2876,3.12,183,23.9,2876,106,99,512,6.1
"Woodburn city, Oregon",25067,3.65,13315,25.6,25067,1417,811,3316,18.1
"Gaston city, Oregon",557,3.07,77,31.4,557,43,4,87,13.4
"Hillsboro city, Oregon",102396,3.21,27941,23.4,102396,5289,6739,15349,8.1
"Sherwood city, Oregon",19107,3.39,1503,28.4,19107,1327,971,4017,2.7
"Wilsonville city, Oregon",22789,2.93,3207,25.8,22789,935,1257,2877,8.2
"Gresham city, Oregon",110336,3.32,27094,29.3,110336,6458,6459,15204,15.4
"Dallas city, Oregon",15413,2.97,1023,25.7,15413,799,941,2410,11.4
"Monmouth city, Oregon",9983,3.4,2086,21.1,9983,221,3420,1159,11.4
"Wood Village city, Oregon",4028,3.68,1571,25.2,4028,311,153,389,19.9
"Haines city, Oregon",404,2.36,13,17,404,5,10,62,14.1
"Eagle Point city, Oregon",8858,3.1,132,25.3,8858,393,382,1240,12.8
"Talent city, Oregon",6349,2.8,832,19,6349,214,378,746,16.3
"Barlow city, Oregon",138,3.27,41,29.7,138,11,5,30,8.1
"Estacada city, Oregon",3155,3.09,260,34.6,3155,124,182,675,12.8
"Mount Hood Village CDP, Oregon",5041,2.76,470,34.9,5041,269,131,1046,5
"Oregon City city, Oregon",35483,3.08,2393,29.1,35483,1763,2036,7091,5.6
"Ashland city, Oregon",20733,2.67,1259,18.5,20733,828,2001,3072,12.5
"Redwood CDP, Oregon",2646,2.75,47,17,2646,179,129,538,8.8
"Baker City city, Oregon",9741,2.82,409,12.7,9741,513,421,1607,11.5
"Sumpter city, Oregon",218,2.24,3,27.2,218,3,2,32,12.7
"Grass Valley city, Oregon",160,2.65,6,15.9,160,8,5,18,24.3
"Rickreall CDP, Oregon",76,3.45,0,N,76,0,0,22,0
"Oceanside CDP, Oregon",330,2.19,24,N,330,0,0,27,17.6
"Drain city, Oregon",931,2.66,0,37.5,931,48,55,150,1.7
"Spray town, Oregon",152,2.15,3,15,152,0,19,12,9.1
"Hines city, Oregon",1534,2.83,38,16.9,1534,106,31,287,9
"Beaverton city, Oregon",95710,3.06,23984,24.8,95710,4196,6215,13872,8.2
"Nehalem city, Oregon",463,3.92,3,23.8,463,22,18,78,1
"Wheeler city, Oregon",391,3,11,19.1,391,14,9,48,10
"Athena city, Oregon",1149,2.84,3,19.9,1149,95,75,166,20.6
"Gopher Flats CDP, Oregon",365,2.69,12,18.1,365,12,23,41,8.4
"Helix city, Oregon",156,2.96,0,28.5,156,11,12,32,0
"Hermiston city, Oregon",17241,3.29,4523,17.2,17241,1220,1003,2128,15
"Burns city, Oregon",2736,2.63,195,11,2736,151,271,341,17.4
"Hood River city, Oregon",7526,3.05,1715,16.8,7526,414,241,996,14
"Odell CDP, Oregon",1857,3.59,941,19.7,1857,228,60,254,1.2
"Durham city, Oregon",1590,3.13,296,25.4,1590,79,83,201,23.1
"Lake Oswego city, Oregon",38212,2.87,4696,24.4,38212,2309,2238,8195,2.7
"Bend city, Oregon",87167,2.97,6044,15.3,87167,4081,5258,14002,7.1
"Lincoln Beach CDP, Oregon",1571,2.47,82,23,1571,2,31,263,3.9
"Newport city, Oregon",10274,2.85,1589,13.4,10274,430,375,1153,13.4
"Dunes City city, Oregon",1304,2.59,24,15.6,1304,40,24,231,7.7
"Veneta city, Oregon",4808,3.27,342,27,4808,168,115,923,17.3
"South Lebanon CDP, Oregon",704,2.77,10,28.5,704,60,0,167,19.1
"Brookings city, Oregon",6366,2.79,459,13.3,6366,312,177,845,7.9
"Harbor CDP, Oregon",1973,2.36,34,11.2,1973,0,0,243,22
"Adrian city, Oregon",276,3.34,75,29.1,276,26,7,12,8.8
"Merrill city, Oregon",715,2.79,302,14.1,715,39,25,134,24
"Pine Hollow CDP, Oregon",544,2.24,36,32.2,544,11,3,147,13.8
"Carlton city, Oregon",1937,3.58,163,24.6,1937,164,122,373,6.1
"Lexington town, Oregon",189,3.31,0,25.7,189,11,0,42,6.3
"Green CDP, Oregon",7453,2.94,443,14.9,7453,399,200,1325,13.1
"Reedsport city, Oregon",4068,2.82,270,18.8,4068,124,67,557,12.8
"Roseburg city, Oregon",22013,2.82,1053,17.4,22013,949,926,3203,12.1
"Beaver CDP, Oregon",76,1.94,0,N,76,0,0,0,0
"Neskowin CDP, Oregon",193,2.02,0,N,193,0,0,110,0
"Mission CDP, Oregon",860,3.54,92,11.7,860,57,38,51,22.8
"Mitchell city, Oregon",75,2.19,0,16.7,75,0,4,7,23.8
"Molalla city, Oregon",8987,3.24,957,35.5,8987,580,328,1721,10.8
"Oak Grove CDP, Oregon",16648,2.88,1271,27.8,16648,679,887,3047,6.8
"West Linn city, Oregon",26307,3.05,2712,27.7,26307,1887,1602,5847,2.9
"Butteville CDP, Oregon",134,3.28,0,N,134,0,0,23,0
"Gervais city, Oregon",2629,4.35,1487,24.1,2629,268,136,416,11.9
"St. Paul city, Oregon",460,3.85,36,24,460,17,20,86,1.8
"Turner city, Oregon",2221,2.89,188,24.6,2221,113,84,422,9.6
"Banks city, Oregon",1694,3.55,43,26.1,1694,124,88,352,2.1
"Cedar Hills CDP, Oregon",8054,3.02,1142,23.7,8054,287,425,1545,2.4
"Garden Home-Whitford CDP, Oregon",6442,2.88,394,24.4,6442,255,407,1323,0.8
"Cave Junction city, Oregon",2229,2.71,98,17.8,2229,120,14,280,28.1
"Kirkpatrick CDP, Oregon",136,3.41,7,18.4,136,14,0,18,13.5
"Pendleton city, Oregon",16709,3.09,1209,13.7,16709,912,693,2057,11.5
"Riverside CDP, Oregon",164,2.98,12,12.8,164,3,14,43,8.9
"Tutuilla CDP, Oregon",458,3.05,32,18.9,458,16,32,73,12
"Ukiah city, Oregon",258,2.8,27,37.9,258,5,65,24,8
"Fossil city, Oregon",436,2.84,24,13.8,436,12,10,66,14.9
"Aloha CDP, Oregon",55205,3.45,14623,26.5,55205,3547,3364,9751,10.1
"Cedar Mill CDP, Oregon",17050,3.27,3335,24.8,17050,983,797,3453,4
"Cornelius city, Oregon",12423,4.01,5856,25,12423,883,648,2100,9.4
"North Plains city, Oregon",2100,3.16,204,27.2,2100,144,92,525,1.4
"Roseburg North CDP, Oregon",5904,2.93,77,11.7,5904,300,203,888,7.4
"Glendale city, Oregon",731,2.86,15,14.7,731,31,13,64,18.6
"Myrtle Creek city, Oregon",3420,2.94,148,16.4,3420,114,142,513,31.4
"Sutherlin city, Oregon",7887,2.91,266,15.4,7887,192,296,1233,16.6
"Winchester Bay CDP, Oregon",383,2.41,1,N,383,46,1,64,0
"Heppner city, Oregon",1162,2.53,6,18.8,1162,57,25,201,12.7
"Garibaldi city, Oregon",839,2.7,13,16.9,839,28,7,116,9.3
"Manzanita city, Oregon",263,1.95,2,7.8,263,0,2,44,0
"Pacific City CDP, Oregon",964,2.53,51,27.4,964,19,0,211,20.7
"Rockaway Beach city, Oregon",1308,2.92,6,16.9,1308,87,43,170,17.1
"Tillamook city, Oregon",5085,3.16,619,14.9,5085,111,146,579,15.3
"Echo city, Oregon",686,3.13,27,20,686,35,13,85,19.4
"Dayton city, Oregon",2597,4.08,723,24.5,2597,199,79,440,12.6
"Jordan Valley city, Oregon",138,2.52,3,12.6,138,6,0,6,11.4
"Vale city, Oregon",2199,3.42,403,22.1,2199,195,119,247,11.9
"Lostine city, Oregon",250,3.17,9,25.7,250,1,6,43,3.1
"Lincoln City city, Oregon",8541,2.81,993,16,8541,244,174,1025,16.9
"Cayuse CDP, Oregon",77,3.38,3,25.5,77,3,2,14,31.3
"St. Helens city, Oregon",13254,3.19,681,32.9,13254,1052,296,2278,13.3
"Vernonia city, Oregon",1917,2.89,60,40.3,1917,99,41,396,13.8
"Bonanza town, Oregon",640,3.36,90,19.7,640,40,14,83,0
"Coquille city, Oregon",3846,2.66,47,30.8,3846,218,77,495,17
"Lakeside city, Oregon",1874,2.52,60,20.6,1874,26,8,428,14.8
"Myrtle Point city, Oregon",2488,2.86,22,27,2488,111,64,336,15.1
"North Bend city, Oregon",9566,3.01,399,14.7,9566,442,494,1399,11
"Eugene city, Oregon",163135,2.92,17914,18.2,163135,7153,27249,21956,10.1
"Albany city, Oregon",52007,3.07,5149,20.6,52007,2858,3576,8399,11.3
"Cloverdale CDP, Oregon",340,2.73,26,N,340,0,28,46,0
"Happy Valley city, Oregon",18477,3.45,4058,30.3,18477,1156,1542,3955,2.5
"Jennings Lodge CDP, Oregon",8164,2.99,1063,29.2,8164,453,610,1191,9.8
"Bay City city, Oregon",1598,3,72,18.1,1598,66,58,323,7.6
"Malin city, Oregon",889,3.4,475,17.6,889,59,30,105,12.2
"Florence city, Oregon",8678,2.48,164,14.9,8678,203,164,1260,13.2
"Ontario city, Oregon",10972,3.2,3040,15.8,10972,509,800,1105,29.3
"Prescott city, Oregon",50,2.15,0,27.9,50,0,0,12,0
"Siletz city, Oregon",1526,3.28,32,19.4,1526,128,41,156,22.7
"Enterprise city, Oregon",1917,2.86,77,9.8,1917,59,61,270,11.9
"Maupin city, Oregon",623,2.8,9,23.1,623,25,19,67,0
"Dundee city, Oregon",3205,3.12,303,29,3205,179,172,712,4.4
"Island City city, Oregon",1208,2.78,64,11.5,1208,61,55,216,6.5
"Union city, Oregon",2103,2.93,33,22.3,2103,104,81,356,20.1
"Oakland city, Oregon",733,2.72,13,17.7,733,29,30,115,13.2
"Riddle city, Oregon",1277,3.07,3,19.1,1277,82,42,151,25.5
"Tri-City CDP, Oregon",3960,2.83,58,20.6,3960,296,106,688,16.7
"Milton-Freewater city, Oregon",7051,3.64,3256,16.2,7051,561,360,763,24.3
"Pilot Rock city, Oregon",1351,3.05,35,22.3,1351,86,65,204,6.4
"Weston city, Oregon",734,3.38,63,25.1,734,80,8,106,6.5
"Johnson City city, Oregon",508,2.47,49,22.3,508,5,8,49,15.4
"Toledo city, Oregon",3514,3.01,64,15.3,3514,176,194,524,16.5
"Waldport city, Oregon",2200,2.87,43,20.8,2200,59,47,359,5.7
"Yachats city, Oregon",662,2.63,74,11.6,662,11,33,87,10.3
"Bandon city, Oregon",3062,2.64,54,18.7,3062,12,49,526,17.5
"Oakridge city, Oregon",3228,2.56,111,29.3,3228,194,59,341,20.5
"Dufur city, Oregon",573,3.33,3,27.7,573,27,15,90,0
"Newberg city, Oregon",22898,3.09,2671,26.1,22898,1334,2460,3943,14.2
"Chiloquin city, Oregon",724,3.3,59,18.9,724,24,24,75,31.8
"Elgin city, Oregon",1451,2.82,42,25.9,1451,65,25,205,8.6
"Seneca city, Oregon",222,2.39,4,22.4,222,6,4,29,0
"Canby city, Oregon",17337,3.26,2953,26.2,17337,992,670,2949,7.2
"Prineville city, Oregon",9515,2.96,806,17.2,9515,545,215,1212,17
"Irrigon city, Oregon",2069,3.37,713,23.1,2069,257,66,358,10.7
"Cape Meares CDP, Oregon",115,2.11,14,N,115,0,6,24,0
"Netarts CDP, Oregon",881,2.76,37,12.9,881,45,86,123,0
"Pine Grove CDP, Oregon",103,2.64,0,N,103,0,0,20,0
"Lebanon city, Oregon",16336,3.08,1227,20.6,16336,610,1011,2157,15.2
"Joseph city, Oregon",1064,2.17,40,11.7,1064,51,13,185,20.5
"Chenoweth CDP, Oregon",2090,3.32,307,19.6,2090,126,125,347,16.1
"Philomath city, Oregon",4624,3.08,462,19.2,4624,246,341,911,11.8
"Lakeview town, Oregon",2768,2.79,180,8.2,2768,130,73,374,25.6
"Paisley city, Oregon",341,2.52,12,12.3,341,24,10,28,7.7
"La Grande city, Oregon",12999,2.96,625,13.3,12999,668,1491,1618,15.8
"Canyon City town, Oregon",832,2.95,11,11.5,832,64,21,182,8.8
"Granite city, Oregon",9,-,0,-,9,0,0,8,-
"Monument city, Oregon",75,2.76,4,15.3,75,6,2,5,0
"Rainier city, Oregon",2080,3.16,138,26.6,2080,120,45,226,10.1
"Rose Lodge CDP, Oregon",1478,2.85,60,44.5,1478,49,35,249,11.7
"Bunker Hill CDP, Oregon",1517,3.03,241,19,1517,65,83,54,28
"Powers city, Oregon",909,3.19,17,31.2,909,55,8,108,30.6
"Lowell city, Oregon",1240,3.19,62,27.8,1240,85,56,253,7.1
"Springfield city, Oregon",60823,3.08,5800,20,60823,3187,3390,8362,16.2
"Sodaville city, Oregon",439,3.14,2,28,439,30,18,93,0
"Waterloo town, Oregon",213,2.93,4,23.7,213,5,10,41,1.7
"Wallowa city, Oregon",732,3.26,2,25.6,732,0,22,134,12.3
"Mosier city, Oregon",594,3.26,197,13.8,594,37,24,65,5.3
"Wamic CDP, Oregon",55,1.85,0,N,55,0,0,12,0
"Lafayette city, Oregon",3992,3.55,1247,27.2,3992,340,263,920,10.2
"Yamhill city, Oregon",1379,3.14,68,28.9,1379,163,50,277,6.5
"Fair Oaks CDP, Oregon",261,2.61,0,30.8,261,13,15,52,13.7
"Melrose CDP, Oregon",672,2.73,15,16.2,672,45,48,137,6.5
"Days Creek CDP, Oregon",324,2.78,0,33.3,324,0,3,46,27.2
"Lookingglass CDP, Oregon",946,3.16,0,23.5,946,117,0,193,4.9
"Dillard CDP, Oregon",601,3.25,19,17.2,601,0,0,32,0
"Camp Sherman CDP, Oregon",250,2.33,16,25.2,250,7,2,53,5.3
"Peoria CDP, Oregon",157,3.2,0,N,157,36,0,28,0
"Shedd CDP, Oregon",449,3.2,175,N,449,18,0,32,67.7
"Kings Valley CDP, Oregon",134,3.53,16,N,134,20,18,61,0
"Summit CDP, Oregon",113,3.08,0,N,113,13,0,12,0
"Blodgett CDP, Oregon",62,2.07,0,-,62,0,0,9,36.7
"Alsea CDP, Oregon",291,3.97,0,42.7,291,8,6,39,23.4
"Alpine CDP, Oregon",128,2.9,0,N,128,0,0,37,0
"Bellfountain CDP, Oregon",110,7.83,0,N,110,0,0,28,0
"Mount Hood CDP, Oregon",238,3.9,0,N,238,8,0,10,0
"Umapine CDP, Oregon",334,2.79,39,22.2,334,27,9,64,0
"Trail CDP, Oregon",699,2.41,14,39.9,699,15,11,232,3.2
"Crawfordsville CDP, Oregon",450,2.98,0,32.2,450,34,23,64,6.1
"Cascadia CDP, Oregon",183,3.02,6,30.4,183,25,0,33,0
"Lacomb CDP, Oregon",819,4.23,7,36.9,819,36,30,81,13.7
"Crabtree CDP, Oregon",831,3.37,13,N,831,177,52,167,28.6
"Silver Lake CDP, Oregon",72,2,12,N,72,5,0,24,0
"Plush CDP, Oregon",45,1.87,0,16,45,0,2,7,13.3
"New Pine Creek CDP, Oregon",79,2,21,-,79,0,0,21,100
"West Scio CDP, Oregon",128,4.41,0,N,128,0,0,12,0
"Holley CDP, Oregon",271,2.93,0,18,271,11,0,22,10.8
"Bethany CDP, Oregon",23177,3.24,8737,24.9,23177,1275,1246,4506,3.1
"Bull Mountain CDP, Oregon",9698,3.22,1810,28,9698,619,601,2302,0
"Government Camp CDP, Oregon",85,3.7,15,22.3,85,0,0,25,0
"Beavercreek CDP, Oregon",4257,3.13,167,30,4257,303,306,1125,4.7
"Mulino CDP, Oregon",2744,3.72,384,31.5,2744,224,91,453,15.9
"Stafford CDP, Oregon",1992,2.91,156,25.6,1992,61,39,461,8.1
"Sunriver CDP, Oregon",957,2.65,66,21.6,957,0,0,88,8.1
"Black Butte Ranch CDP, Oregon",308,2,87,N,308,0,7,209,0
"Tumalo CDP, Oregon",547,2.94,30,18.6,547,0,0,59,0
"Eagle Crest CDP, Oregon",1872,2.18,40,21.2,1872,11,76,409,6.9
"Pronghorn CDP, Oregon",28,1.83,0,-,28,0,0,0,0
"Seventh Mountain CDP, Oregon",316,2.31,10,20.4,316,0,0,59,13.3
"Tetherow CDP, Oregon",471,3.25,0,N,471,9,19,93,16.7
"Merlin CDP, Oregon",1590,2.8,62,26.4,1590,63,59,326,5
"New Hope CDP, Oregon",1492,2.35,14,16.7,1492,154,0,167,5.7
"Williams CDP, Oregon",1154,2.88,18,32.1,1154,55,83,250,32.1
"Kerby CDP, Oregon",874,2.26,0,N,874,85,0,20,48.6
"Selma CDP, Oregon",585,2.41,22,N,585,3,45,89,10.8
"O'Brien CDP, Oregon",285,1.97,0,N,285,0,44,76,55.9
"Takilma CDP, Oregon",493,2.55,0,22.6,493,48,0,110,0
"Wimer CDP, Oregon",429,2.07,27,28.6,429,17,12,63,11.9
"Foots Creek CDP, Oregon",693,3.1,21,28.4,693,73,18,178,0
"Ruch CDP, Oregon",765,3.02,30,28.8,765,64,43,166,0
"Prospect CDP, Oregon",500,2.47,0,18.8,500,10,40,63,25.3
"Adair Village city, Oregon",1040,3.55,71,22.7,1040,93,77,156,8.1
"Corvallis city, Oregon",56224,2.78,9202,16.9,56224,1851,18903,5837,10.4
"Glide CDP, Oregon",1533,2.96,14,30.9,1533,43,85,231,11.1
"Elkton city, Oregon",215,3.19,0,21.4,215,0,7,27,17.3
"Willamina city, Oregon",2188,3.04,100,31.5,2188,102,85,383,16
"Gladstone city, Oregon",11936,3.14,1536,27.5,11936,732,633,2122,8.1
"Canyonville city, Oregon",2043,3.07,45,15,2043,67,34,179,15.9
"Hebo CDP, Oregon",194,2.49,0,N,194,0,0,33,0
"Adams city, Oregon",350,3.2,3,23.8,350,21,6,69,7.6
"Warm Springs CDP, Oregon",3555,4.66,332,10.1,3555,233,102,240,33.9
"Stanfield city, Oregon",2662,3.32,727,16.1,2662,120,109,364,10.4
"Sheridan city, Oregon",6049,3.35,729,28.5,6049,309,224,612,11
"Cove city, Oregon",770,2.93,10,24.3,770,36,15,110,14.9
"Monroe city, Oregon",559,2.9,83,25.2,559,22,27,87,10.5
"Culver city, Oregon",1860,4.33,590,27.8,1860,113,84,220,11.5
"Greenhorn city, Oregon",10,2,0,-,10,0,0,0,0
"John Day city, Oregon",2071,3.07,94,8.5,2071,87,48,277,10.7
"Long Creek city, Oregon",163,3.17,6,23,163,0,0,11,19.1
"Cottage Grove city, Oregon",9930,3.13,639,21.2,9930,496,408,1659,15.8
"Creswell city, Oregon",5202,2.97,82,25.9,5202,404,181,1161,5.1
"Junction City city, Oregon",5819,3.18,350,22.9,5819,347,374,1020,13.6
"Westfir city, Oregon",254,2.35,2,38,254,21,16,55,15.5
"Halsey city, Oregon",981,3.02,60,22.8,981,47,34,199,8.8
"Aumsville city, Oregon",3974,3.34,270,21.4,3974,242,230,669,18.9
"Brooks CDP, Oregon",791,3.57,295,21.5,791,96,46,88,14.1
"Detroit city, Oregon",70,2.13,0,20.7,70,5,2,13,4.2
"Marion CDP, Oregon",358,2.87,24,19.4,358,14,0,13,0
"Richland city, Oregon",175,3.04,0,12.4,175,4,0,33,0
"Unity city, Oregon",63,2,0,17.5,63,0,0,6,42.9
"Gold Hill city, Oregon",1339,3,38,23.2,1339,72,48,282,12.4
"Oatfield CDP, Oregon",13457,2.91,1247,26.7,13457,558,699,2692,5
"Silverton city, Oregon",9757,3.39,1113,26.3,9757,531,659,1562,6.9
"Oak Hills CDP, Oregon",11779,3.21,2198,26.2,11779,809,700,2229,3.6
"Tigard city, Oregon",51355,3,9450,24.2,51355,2217,3436,9200,6.7
"Westport CDP, Oregon",202,2.04,0,58,202,0,24,42,0
"Damascus city, Oregon",10909,3.15,1105,33.9,10909,680,623,2432,7.8
"La Pine city, Oregon",1957,2.72,56,23.9,1957,62,61,302,21.8
"The Dalles city, Oregon",15224,2.99,2138,14.7,15224,747,616,2648,9.7
"Gardiner CDP, Oregon",334,2.24,8,14.4,334,50,0,59,0
"Idaville CDP, Oregon",296,3.11,16,10.9,296,0,0,11,13.9
"Bayside Gardens CDP, Oregon",739,2.94,0,15.1,739,50,0,136,0
"Crane CDP, Oregon",117,4.79,15,27.7,117,14,8,14,0
"Wallowa Lake CDP, Oregon",37,2.06,0,-,37,0,0,0,100
"Langlois CDP, Oregon",76,1.96,0,N,76,0,0,0,0
"Nesika Beach CDP, Oregon",497,1.78,0,N,497,0,0,54,0
"Pistol River CDP, Oregon",126,1.97,0,N,126,0,0,0,0
"Fort Hill CDP, Oregon",119,2.03,0,-,119,0,0,73,0
"Glasgow CDP, Oregon",569,2.28,0,11.6,569,46,0,78,8.4
"Deer Island CDP, Oregon",319,2.63,27,49.5,319,24,16,23,0
"Warren CDP, Oregon",1897,3.15,15,32.4,1897,24,106,275,2.7
"Annex CDP, Oregon",264,3.28,91,26.5,264,15,12,30,13.2
"Brogan CDP, Oregon",196,3.44,0,49.3,196,0,7,34,0
"Harper CDP, Oregon",119,3.17,1,18.1,119,8,0,6,6.7
"Juntura CDP, Oregon",33,2.6,0,7.3,33,1,0,0,40
"Jeffers Gardens CDP, Oregon",285,2.84,0,14.7,285,16,0,68,0
"Neahkahnie CDP, Oregon",72,2.14,0,N,72,0,0,22,0
"Beatty CDP, Oregon",0,-,0,-,0,0,0,0,-
"Maywood Park city, Oregon",1019,3.13,44,26.7,1019,63,54,228,3.4
"Rufus city, Oregon",190,2.33,15,24.1,190,7,3,20,9.1
"Grants Pass city, Oregon",36687,3.05,2424,15.8,36687,1830,1688,4747,16.9
"Portland city, Oregon",630331,3.03,115215,26.1,630331,23095,56256,103441,10
"Raleigh Hills CDP, Oregon",5762,2.93,784,22.3,5762,202,254,950,4.4
"Terrebonne CDP, Oregon",1517,3.23,93,16.3,1517,125,87,353,12.1
"Four Corners CDP, Oregon",16648,3.47,5668,21.7,16648,915,1133,1949,13.2
"Hubbard city, Oregon",3321,3.64,900,25.9,3321,182,78,534,7.5
"Jefferson city, Oregon",3238,3.3,756,24.5,3238,248,100,489,16
"Tualatin city, Oregon",27135,3.03,4619,22.7,27135,1485,1809,4999,8.5
"Phoenix city, Oregon",4522,2.66,168,16.1,4522,299,262,698,6.2
"Rogue River city, Oregon",2487,2.94,161,22.9,2487,140,80,284,11.2
"Seaside city, Oregon",6542,2.89,657,16.1,6542,281,345,699,5.4
"Lyons city, Oregon",1253,3.11,8,28,1253,69,28,236,9.7
"Columbia City city, Oregon",2039,2.7,90,31,2039,72,65,477,1.3
"Antelope city, Oregon",76,2.57,4,N,76,0,0,0,60.9
"Shaniko city, Oregon",3,-,0,-,3,0,0,3,-
"Metolius city, Oregon",1143,4.24,338,17.3,1143,63,49,130,10.8
"Rowena CDP, Oregon",218,3.39,0,N,218,0,0,36,26.8
"Yoncalla city, Oregon",1202,2.89,6,27.2,1202,47,43,157,15
"Altamont CDP, Oregon",18975,2.95,1820,14.6,18975,945,1304,2956,13.2
"Summerville town, Oregon",141,2.81,0,25.6,141,14,1,23,0
"Ione city, Oregon",271,2.95,58,12.1,271,24,7,30,1.5
"Scappoose city, Oregon",6975,2.96,252,31.1,6975,325,394,1221,4.7
"Millersburg city, Oregon",1959,3.33,185,20.6,1959,130,62,394,9.3
"Dayville town, Oregon",124,2.39,10,32,124,3,1,26,0
"Boardman city, Oregon",3310,3.74,1736,19.2,3310,245,88,373,16.7
"Condon city, Oregon",595,2.62,4,9.9,595,5,6,74,1.8
"Salem city, Oregon",163654,3.26,32913,21.6,163654,9022,11627,21414,11.1
